"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Closed season","Reserve","9/24/19","B","BR1","A","L",17,18.75,"L",74,378.5407316,59.43089487,191.10367
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",72,349.4931913,54.87043104,191.2823058
"Closed season","Reserve","9/24/19","B","BR1","A","L",17,18.75,"L",74,378.5407316,59.43089487,192.2282282
"Closed season","Reserve","9/24/19","B","BR1","A","L",17.5,18.75,"L",72,349.4931913,54.87043104,192.7442991
"Closed season","Reserve","9/24/19","B","BR1","A","L",16,18.75,"L",76,409.1304152,64.23347518,197.6939879
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",75,393.6404253,61.80154678,198.3454399
"Closed season","Reserve","9/24/19","B","BR1","A","L",17.4,18.75,"L",72,349.4931913,54.87043104,198.567435
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",72,349.4931913,54.87043104,198.9720862
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",76,409.1304152,64.23347518,200.3020014
"Closed season","Reserve","9/24/19","B","BR1","A","L",16.8,18.75,"L",76,409.1304152,64.23347518,207.0279047
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",76,409.1304152,64.23347518,207.9403726
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",78,441.300292,69.28414584,213.0781185
"Closed season","Reserve","9/24/19","B","BR1","A","L",16,18.75,"L",79,457.9896699,71.90437818,214.6621746
"Closed season","Reserve","9/24/19","B","BR1","A","L",16.3,18.75,"L",77,425.0154547,66.72742638,215.8974611
"Closed season","Reserve","9/24/19","B","BR1","A","L",15.8,18.75,"L",80,475.0883261,74.5888672,218.0089279
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,218.6342743
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",78,441.300292,69.28414584,220.8414248
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,222.8740586
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,224.8206133
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,225.4686187
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,226.4570406
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,228.6481578
"Closed season","Reserve","9/24/19","B","BR1","A","L",19,18.75,"C",82,510.5323979,80.15358648,231.0913564
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,231.5475644
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,232.6007168
"Closed season","Reserve","9/24/19","B","BR1","A","L",19,18.75,"C",82,510.5323979,80.15358648,233.0860477
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",82,510.5323979,80.15358648,234.1085753
"Closed season","Reserve","9/24/19","B","BR1","A","L",15,18.75,"L",82,510.5323979,80.15358648,236.4755041
"Closed season","Reserve","9/24/19","B","BR1","A","L",19,18.75,"C",84,547.6703064,85.9842381,237.0749962
"Closed season","Reserve","9/24/19","B","BR1","A","L",19,18.75,"C",83,528.8872633,83.03530033,242.3373177
"Closed season","Reserve","9/24/19","B","BR1","A","L",15.3,18.75,"L",85,566.8862397,89.00113964,242.8549239
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",83,528.8872633,83.03530033,243.5415615
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",84,547.6703064,85.9842381,243.5595756
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",86,586.5397711,92.08674406,252.2437334
"Closed season","Reserve","9/24/19","B","BR1","A","L",15.2,18.75,"L",86,586.5397711,92.08674406,259.6770731
"Closed season","Reserve","9/24/19","B","BR1","A","L",15,18.75,"L",87,606.6356033,95.24178971,260.5481055
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",92,713.9135533,112.0844279,267.5155656
"Closed season","Reserve","9/24/19","B","BR1","A","L",15.2,18.75,"L",88,627.1784345,98.46701422,267.6399783
"Closed season","Reserve","9/24/19","B","BR1","A","R",5.5,16.25,"L",96,808.1753301,126.8835268,303.9945869
"Closed season","Reserve","9/24/19","B","BR1","B","L",7.4,13.75,"C",69,308.7299461,48.47060153,176.1137117
"Closed season","Reserve","9/24/19","B","BR1","B","R",7.2,11.25,"C",72,349.4931913,54.87043104,187.9375774
"Closed season","Reserve","9/24/19","B","BR1","B","L",7.6,13.75,"C",74,378.5407316,59.43089487,190.832237
"Closed season","Reserve","9/24/19","B","BR1","B","R",7.5,11.25,"C",73,363.8265751,57.1207723,191.8682417
"Closed season","Reserve","9/24/19","B","BR1","B","L",8.5,13.75,"C",74,378.5407316,59.43089487,194.3327694
"Closed season","Reserve","9/24/19","B","BR1","B","R",7.8,11.25,"C",76,409.1304152,64.23347518,213.6587496
"Closed season","Reserve","9/24/19","B","BR1","B","R",8.3,11.25,"C",80,475.0883261,74.5888672,218.3251716
"Closed season","Reserve","9/24/19","B","BR1","B","L",9,13.75,"C",83,528.8872633,83.03530033,230.9626934
"Closed season","Reserve","9/24/19","B","BR1","B","L",8.9,13.75,"C",82,510.5323979,80.15358648,233.2327481
"Closed season","Reserve","9/24/19","B","BR1","B","L",9.3,13.75,"C",92,713.9135533,112.0844279,269.5259333
"Closed season","Reserve","9/24/19","B","BR1","B","R",7,11.25,"C",94,760.0849246,119.3333332,296.4701218
"Closed season","Reserve","9/24/19","B","BR1","C","R",13,6.25,"C",74,378.5407316,59.43089487,189.4860411
"Closed season","Reserve","9/24/19","B","BR1","C","L",15,8.75,"C",78,441.300292,69.28414584,207.2368609
"Closed season","Reserve","9/24/19","B","BR1","C","R",13,6.25,"C",76,409.1304152,64.23347518,209.5206424
"Closed season","Reserve","9/24/19","B","BR1","C","R",12,6.25,"C",82,510.5323979,80.15358648,230.3741417
"Closed season","Reserve","9/24/19","B","BR1","C","L",15,8.75,"C",83,528.8872633,83.03530033,232.5094805
"Closed season","Reserve","9/24/19","B","BR1","C","L",15,8.75,"C",82,510.5323979,80.15358648,232.7381232
"Closed season","Reserve","9/24/19","B","BR1","C","R",12,6.25,"C",84,547.6703064,85.9842381,251.8619674
"Closed season","Reserve","9/24/19","B","BR1","D","R",18.2,1.25,"L",58,186.1248934,29.22160826,131.6923009
"Closed season","Reserve","9/24/19","B","BR1","D","R",18.2,1.25,"L",67,283.3707065,44.48920091,161.1155561
"Closed season","Reserve","9/24/19","B","BR1","D","L",4.5,3.75,"L",68,295.8718942,46.45188739,169.9184977
"Closed season","Reserve","9/24/19","B","BR1","D","R",18.2,1.25,"L",74,378.5407316,59.43089487,188.9038974
"Closed season","Reserve","9/24/19","B","BR1","D","R",18.2,1.25,"L",72,349.4931913,54.87043104,189.2470918
"Closed season","Reserve","9/24/19","B","BR1","D","L",4.5,3.75,"L",72,349.4931913,54.87043104,189.6095461
"Closed season","Reserve","9/24/19","B","BR1","D","L",4.5,3.75,"L",74,378.5407316,59.43089487,190.5136112
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",78,441.300292,69.28414584,208.4577647
"Closed season","Reserve","9/24/19","B","BR1","D","L",4.5,3.75,"L",76,409.1304152,64.23347518,209.1436174
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",76,409.1304152,64.23347518,209.6527355
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",80,475.0883261,74.5888672,224.163448
"Closed season","Reserve","9/24/19","B","BR1","D","L",4.5,3.75,"L",80,475.0883261,74.5888672,225.6832811
"Closed season","Reserve","9/24/19","B","BR1","D","R",18.2,1.25,"L",82,510.5323979,80.15358648,230.3058367
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",86,586.5397711,92.08674406,246.1991877
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",84,547.6703064,85.9842381,247.2107491
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",83,528.8872633,83.03530033,251.6017224
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",90,669.623864,105.1309466,271.0424367
"Closed season","Reserve","9/24/19","B","BR1","D","R",19,1.25,"L",94,760.0849246,119.3333332,283.0574098
"Closed season","Reserve","9/28/19","C","BR1","A","L",17.5,18.75,"L",63,236.8385127,37.18364649,148.1948028
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",64,247.9603016,38.92976735,151.0870976
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",68,295.8718942,46.45188739,167.02409
"Closed season","Reserve","9/28/19","C","BR1","A","L",17.4,18.75,"L",68,295.8718942,46.45188739,174.0367667
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",70,321.9496555,50.54609591,174.8341918
"Closed season","Reserve","9/28/19","C","BR1","A","L",17.3,18.75,"L",68,295.8718942,46.45188739,175.5303294
"Closed season","Reserve","9/28/19","C","BR1","A","L",17.2,18.75,"L",69,308.7299461,48.47060153,179.2687398
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",72,349.4931913,54.87043104,181.2186742
"Closed season","Reserve","9/28/19","C","BR1","A","L",17,18.75,"L",72,349.4931913,54.87043104,185.1208207
"Closed season","Reserve","9/28/19","C","BR1","A","L",16,18.75,"L",78,441.300292,69.28414584,207.5035105
"Closed season","Reserve","9/28/19","C","BR1","A","R",5,16.25,"L",78,441.300292,69.28414584,207.8209178
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",76,409.1304152,64.23347518,208.0656553
"Closed season","Reserve","9/28/19","C","BR1","A","L",17,18.75,"L",76,409.1304152,64.23347518,209.7066675
"Closed season","Reserve","9/28/19","C","BR1","A","L",16.8,18.75,"L",78,441.300292,69.28414584,210.0888667
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",76,409.1304152,64.23347518,216.3519942
"Closed season","Reserve","9/28/19","C","BR1","A","L",16.3,18.75,"L",78,441.300292,69.28414584,216.967508
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",80,475.0883261,74.5888672,217.0821093
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",78,441.300292,69.28414584,217.1240646
"Closed season","Reserve","9/28/19","C","BR1","A","L",16,18.75,"L",78,441.300292,69.28414584,217.6417154
"Closed season","Reserve","9/28/19","C","BR1","A","R",5,16.25,"L",83,528.8872633,83.03530033,222.6019424
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",82,510.5323979,80.15358648,223.993919
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.8,18.75,"L",80,475.0883261,74.5888672,224.3500937
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",80,475.0883261,74.5888672,225.5460189
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",80,475.0883261,74.5888672,228.5016789
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",83,528.8872633,83.03530033,229.2127986
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.2,18.75,"L",84,547.6703064,85.9842381,232.5672605
"Closed season","Reserve","9/28/19","C","BR1","A","L",15,18.75,"L",80,475.0883261,74.5888672,233.6035433
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.3,18.75,"L",82,510.5323979,80.15358648,234.2304564
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",82,510.5323979,80.15358648,235.0155967
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.2,18.75,"L",82,510.5323979,80.15358648,236.2456492
"Closed season","Reserve","9/28/19","C","BR1","A","R",5,16.25,"L",84,547.6703064,85.9842381,239.1972139
"Closed season","Reserve","9/28/19","C","BR1","A","L",15,18.75,"L",84,547.6703064,85.9842381,240.3788429
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",86,586.5397711,92.08674406,241.4387731
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.5,18.75,"L",84,547.6703064,85.9842381,241.7885495
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.3,18.75,"L",84,547.6703064,85.9842381,242.0330401
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.8,18.75,"L",83,528.8872633,83.03530033,242.2731326
"Closed season","Reserve","9/28/19","C","BR1","A","L",15,18.75,"L",83,528.8872633,83.03530033,242.758489
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",83,528.8872633,83.03530033,243.0236257
"Closed season","Reserve","9/28/19","C","BR1","A","L",16,18.75,"L",83,528.8872633,83.03530033,243.6657904
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",83,528.8872633,83.03530033,245.0297774
"Closed season","Reserve","9/28/19","C","BR1","A","L",16.8,18.75,"L",85,566.8862397,89.00113964,245.456642
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",84,547.6703064,85.9842381,248.3573985
"Closed season","Reserve","9/28/19","C","BR1","A","L",15,18.75,"L",83,528.8872633,83.03530033,251.491698
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",84,547.6703064,85.9842381,251.822325
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",84,547.6703064,85.9842381,254.4851242
"Closed season","Reserve","9/28/19","C","BR1","A","R",5.5,16.25,"L",83,528.8872633,83.03530033,257.3754576
"Closed season","Reserve","9/28/19","C","BR1","A","L",16,18.75,"L",86,586.5397711,92.08674406,260.0430409
"Closed season","Reserve","9/28/19","C","BR1","A","L",19,18.75,"C",89,648.1729585,101.7631545,270.9672412
"Closed season","Reserve","9/28/19","C","BR1","A","L",15.5,18.75,"L",92,713.9135533,112.0844279,277.4411578
"Closed season","Reserve","9/28/19","C","BR1","B","R",17,11.25,"L",72,349.4931913,54.87043104,179.4994945
"Closed season","Reserve","9/28/19","C","BR1","B","R",19.4,11.25,"L",74,378.5407316,59.43089487,196.6494476
"Closed season","Reserve","9/28/19","C","BR1","B","L",7.4,13.75,"C",76,409.1304152,64.23347518,206.176859
"Closed season","Reserve","9/28/19","C","BR1","B","R",7.8,11.25,"C",78,441.300292,69.28414584,210.8778594
"Closed season","Reserve","9/28/19","C","BR1","B","R",8.3,11.25,"C",80,475.0883261,74.5888672,224.6317052
"Closed season","Reserve","9/28/19","C","BR1","B","L",9,13.75,"C",81,492.600993,77.3383559,225.3022493
"Closed season","Reserve","9/28/19","C","BR1","B","L",8.9,13.75,"C",84,547.6703064,85.9842381,234.9966395
"Closed season","Reserve","9/28/19","C","BR1","B","L",7.6,13.75,"C",81,492.600993,77.3383559,235.9642072
"Closed season","Reserve","9/28/19","C","BR1","B","L",8.5,13.75,"C",82,510.5323979,80.15358648,237.2304249
"Closed season","Reserve","9/28/19","C","BR1","B","R",9.3,11.25,"C",86,586.5397711,92.08674406,242.8780636
"Closed season","Reserve","9/28/19","C","BR1","B","L",8.3,13.75,"C",98,858.2220538,134.7408625,310.9895268
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.7,6.25,"C",51,127.9489842,20.08799052,103.4294322
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.9,6.25,"C",68,295.8718942,46.45188739,167.656443
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.7,6.25,"C",76,409.1304152,64.23347518,207.8947446
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.7,6.25,"C",80,475.0883261,74.5888672,221.6009605
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.1,6.25,"C",82,510.5323979,80.15358648,230.648743
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.1,6.25,"C",80,475.0883261,74.5888672,231.0668126
"Closed season","Reserve","9/28/19","C","BR1","C","R",10,6.25,"C",82,510.5323979,80.15358648,231.456839
"Closed season","Reserve","9/28/19","C","BR1","C","R",10,6.25,"C",83,528.8872633,83.03530033,232.7400405
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.1,6.25,"C",86,586.5397711,92.08674406,237.4438375
"Closed season","Reserve","9/28/19","C","BR1","C","R",10.9,6.25,"C",90,669.623864,105.1309466,274.4893855
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",70,321.9496555,50.54609591,174.5914598
"Closed season","Reserve","9/28/19","C","BR1","D","R",19,1.25,"L",76,409.1304152,64.23347518,198.5225389
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",78,441.300292,69.28414584,211.2373228
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",77,425.0154547,66.72742638,211.7876758
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",78,441.300292,69.28414584,212.2851496
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",76,409.1304152,64.23347518,216.4191941
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",81,492.600993,77.3383559,222.7417924
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",80,475.0883261,74.5888672,229.0892519
"Closed season","Reserve","9/28/19","C","BR1","D","R",19,1.25,"L",82,510.5323979,80.15358648,232.2437361
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",83,528.8872633,83.03530033,232.7616184
"Closed season","Reserve","9/28/19","C","BR1","D","L",18.2,3.75,"L",83,528.8872633,83.03530033,234.2960436
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",81,492.600993,77.3383559,236.425173
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",80,475.0883261,74.5888672,236.6804812
"Closed season","Reserve","9/28/19","C","BR1","D","R",18.2,1.25,"L",84,547.6703064,85.9842381,250.0536522
"Open season","Reserve","10/12/19","D","BR1","A","L",16,18.75,"L",70,321.9496555,50.54609591,171.6099446
"Open season","Reserve","10/12/19","D","BR1","A","L",17,18.75,"L",70,321.9496555,50.54609591,187.3594851
"Open season","Reserve","10/12/19","D","BR1","A","L",17.5,18.75,"L",80,475.0883261,74.5888672,219.5378654
"Open season","Reserve","10/12/19","D","BR1","A","L",17,18.75,"L",83,528.8872633,83.03530033,227.2264659
"Open season","Reserve","10/12/19","D","BR1","A","L",17.2,18.75,"L",82,510.5323979,80.15358648,240.6816702
"Open season","Reserve","10/12/19","D","BR1","A","L",16.8,18.75,"L",85,566.8862397,89.00113964,243.7153708
"Open season","Reserve","10/12/19","D","BR1","A","L",17.3,18.75,"L",89,648.1729585,101.7631545,252.1257285
"Open season","Reserve","10/12/19","D","BR1","A","L",17,18.75,"L",86,586.5397711,92.08674406,259.987087
"Open season","Reserve","10/12/19","D","BR1","A","L",16,18.75,"L",90,669.623864,105.1309466,266.0105299
"Open season","Reserve","10/12/19","D","BR1","A","L",16.3,18.75,"L",92,713.9135533,112.0844279,280.3739539
"Open season","Reserve","10/12/19","D","BR1","B","L",7.4,13.75,"C",48,107.2297482,16.83507046,92.98909415
"Open season","Reserve","10/12/19","D","BR1","B","R",7.6,11.25,"C",68,295.8718942,46.45188739,165.3960833
"Open season","Reserve","10/12/19","D","BR1","B","R",7.8,11.25,"C",70,321.9496555,50.54609591,171.80966
"Open season","Reserve","10/12/19","D","BR1","B","L",8.3,13.75,"C",70,321.9496555,50.54609591,174.0252526
"Open season","Reserve","10/12/19","D","BR1","B","L",8.5,13.75,"C",72,349.4931913,54.87043104,183.9307855
"Open season","Reserve","10/12/19","D","BR1","B","L",8.9,13.75,"C",72,349.4931913,54.87043104,187.6400663
"Open season","Reserve","10/12/19","D","BR1","B","L",7,13.75,"C",80,475.0883261,74.5888672,220.5867794
"Open season","Reserve","10/12/19","D","BR1","B","R",9.3,11.25,"C",78,441.300292,69.28414584,226.5009808
"Open season","Reserve","10/12/19","D","BR1","B","R",9,11.25,"C",82,510.5323979,80.15358648,233.5462056
"Open season","Reserve","10/12/19","D","BR1","C","R",12,6.25,"C",72,349.4931913,54.87043104,188.7631733
"Open season","Reserve","10/12/19","D","BR1","C","R",12,6.25,"C",76,409.1304152,64.23347518,204.9435543
"Open season","Reserve","10/12/19","D","BR1","C","R",12,6.25,"C",78,441.300292,69.28414584,213.6204599
"Open season","Reserve","10/12/19","D","BR1","C","L",18.8,8.75,"L",83,528.8872633,83.03530033,235.1190268
